filename,date.bin,dummy
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10602.jpg,138,272
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10607.jpg,138,273
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10610.jpg,138,274
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10604.jpg,139,275
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10606.jpg,139,276
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10600.jpg,139,277
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10609.jpg,139,278
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10602.jpg,139,279
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10599.jpg,139,280
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10596.jpg,140,281
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10598.jpg,140,282
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10595.jpg,141,283
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10594.jpg,141,284
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10592.jpg,141,285
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10597.jpg,141,286
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10593.jpg,141,287
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10591.jpg,141,288
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10585.jpg,143,289
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10584.jpg,143,290
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10586.jpg,143,291
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10582.jpg,144,292
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10581.jpg,144,293
/Users/myazdaniUCSD/Documents/IPAM/fb-group-posts/imgs/10559.jpg,144,294
